,Date,compound
626,2021-12-02,0.039854545454545455
627,2021-12-03,0.3016466666666667
628,2021-12-04,0.0918875
629,2021-12-05,0.16820000000000002
630,2021-12-06,0.214175
631,2021-12-07,0.16176153846153846
632,2021-12-08,-0.06359375
633,2021-12-09,0.19933333333333333
634,2021-12-10,0.158025
635,2021-12-11,0.0894
636,2021-12-12,0.09248235294117647
637,2021-12-13,0.092625
638,2021-12-14,0.07552941176470589
639,2021-12-15,0.25229
640,2021-12-16,0.05532272727272727
641,2021-12-17,0.19437
642,2021-12-18,0.17754375
643,2021-12-19,0.16319230769230766
644,2021-12-20,0.11077
645,2021-12-21,0.16936
646,2021-12-22,0.17013333333333333
647,2021-12-23,0.35476
648,2021-12-24,0.008990909090909084
649,2021-12-25,0.18076666666666666
650,2021-12-26,0.18246666666666667
651,2021-12-27,0.17321
652,2021-12-28,0.6249
653,2021-12-29,0.09278333333333333
654,2021-12-30,0.03463
655,2021-12-31,0.0
656,2022-01-01,0.0
657,2022-01-02,0.21960000000000002
658,2022-01-03,-0.12206666666666666
659,2022-01-04,0.0
660,2022-01-05,0.2202
661,2022-01-06,0.19037500000000002
662,2022-01-07,0.0035333333333333328
663,2022-01-08,0.6369
664,2022-01-09,0.0
665,2022-01-10,-0.21030000000000001
666,2022-01-11,0.053366666666666666
667,2022-01-12,0.31532000000000004
668,2022-01-13,0.0
669,2022-01-14,0.09866666666666667
670,2022-01-15,0.08038
671,2022-01-16,0.15286470588235293
672,2022-01-17,0.22264285714285714
673,2022-01-18,0.1253
674,2022-01-19,0.13541176470588234
675,2022-01-20,0.1643
676,2022-01-21,0.07845454545454546
677,2022-01-22,0.0
678,2022-01-23,0.0
679,2022-01-24,0.0
680,2022-01-25,0.27370000000000005
681,2022-01-26,0.11928333333333334
682,2022-01-27,0.02395769230769231
683,2022-01-28,0.19498
684,2022-01-29,0.1845875
685,2022-01-30,0.03242352941176471
686,2022-01-31,-0.021200000000000004
687,2022-02-01,0.16162222222222222
688,2022-02-02,0.33931
689,2022-02-03,0.09555833333333334
690,2022-02-04,0.1953
691,2022-02-05,0.03977
692,2022-02-06,0.10210000000000002
693,2022-02-07,-0.09413125
694,2022-02-08,0.09852
695,2022-02-09,-0.03046249999999999
696,2022-02-10,0.156
697,2022-02-11,0.10674444444444445
698,2022-02-12,-0.064
699,2022-02-13,0.20517272727272726
700,2022-02-14,0.21675
701,2022-02-15,0.13396666666666665
702,2022-02-16,-0.1503857142857143
703,2022-02-17,0.10311999999999996
704,2022-02-18,0.13973750000000001
705,2022-02-19,0.11125714285714285
706,2022-02-20,0.06471818181818183
707,2022-02-21,0.15114285714285716
708,2022-02-22,0.08052727272727273
709,2022-02-23,0.26005
710,2022-02-24,0.0
711,2022-02-25,0.22047999999999998
712,2022-02-26,0.31105
713,2022-02-27,0.0
714,2022-02-28,0.5095
715,2022-03-01,-0.014533333333333323
716,2022-03-02,0.1089157894736842
717,2022-03-03,0.044433333333333325
718,2022-03-04,0.11873333333333334
719,2022-03-05,0.21777000000000002
720,2022-03-06,0.13977
721,2022-03-07,0.238175
722,2022-03-08,-0.28595
723,2022-03-09,0.20506666666666665
724,2022-03-10,0.0
725,2022-03-11,0.1591
726,2022-03-12,-0.33113333333333334
727,2022-03-13,-0.15806
728,2022-03-14,0.083275
729,2022-03-15,0.2312153846153846
730,2022-03-16,0.33371666666666666
731,2022-03-17,0.41918
732,2022-03-18,0.026585714285714292
733,2022-03-19,0.12501666666666666
734,2022-03-20,0.63495
735,2022-03-21,0.13291
736,2022-03-22,0.0
737,2022-03-23,0.0
738,2022-03-24,-0.0025799999999999933
739,2022-03-25,0.15037142857142857
740,2022-03-26,-0.07011428571428573
741,2022-03-27,0.07954285714285714
742,2022-03-28,0.2324166666666667
743,2022-03-29,0.2650357142857143
744,2022-03-30,0.16161666666666666
745,2022-03-31,0.13836666666666667
746,2022-04-01,0.0843
747,2022-04-02,0.3818
748,2022-04-03,0.04307037037037037
749,2022-04-04,0.17578
750,2022-04-05,0.06321
751,2022-04-06,0.2507333333333333
752,2022-04-07,0.20261111111111113
753,2022-04-08,0.19019166666666668
754,2022-04-09,0.0356875
755,2022-04-10,-0.01510769230769231
756,2022-04-11,0.0
757,2022-04-12,0.0
758,2022-04-13,0.0
759,2022-04-14,0.09979230769230768
760,2022-04-15,0.1772
761,2022-04-16,0.18987500000000002
762,2022-04-17,0.31777500000000003
763,2022-04-18,0.22836666666666666
764,2022-04-19,0.0129
765,2022-04-20,0.2281
766,2022-04-21,-0.006222857142857138
767,2022-04-22,0.1924
768,2022-04-23,0.04853333333333333
769,2022-04-24,0.10565714285714285
770,2022-04-25,0.10915
771,2022-04-26,0.19665714285714286
772,2022-04-27,0.11680666666666667
773,2022-04-28,0.20343157894736844
774,2022-04-29,0.04033888888888889
775,2022-04-30,0.034757142857142855
776,2022-05-01,0.14290833333333333
777,2022-05-02,0.09094444444444444
778,2022-05-03,0.15517
779,2022-05-04,0.3764
780,2022-05-05,0.0
781,2022-05-06,0.19859411764705884
782,2022-05-07,-0.04644
783,2022-05-08,0.3057
784,2022-05-09,0.012036000000000007
785,2022-05-10,0.31174999999999997
786,2022-05-11,0.09518750000000001
787,2022-05-12,0.18324000000000001
788,2022-05-13,-0.09523125
789,2022-05-14,0.03797222222222222
790,2022-05-15,0.14107916666666667
791,2022-05-16,0.16339285714285715
792,2022-05-17,0.263275
793,2022-05-18,-0.03957272727272727
794,2022-05-19,0.2099258064516129
795,2022-05-20,0.13337317073170732
796,2022-05-21,0.08134999999999999
797,2022-05-22,0.75
798,2022-05-23,0.23879166666666665
799,2022-05-24,0.0795153846153846
800,2022-05-25,0.2030818181818182
801,2022-05-26,0.05926666666666666
802,2022-05-27,0.17281052631578947
803,2022-05-28,0.219834375
804,2022-05-29,0.10590476190476192
805,2022-05-30,0.0946421052631579
806,2022-05-31,0.2191878787878788
807,2022-06-01,0.1985230769230769
808,2022-06-02,0.18888888888888888
